	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
4622	27	51.61	11.94	Gradient Boost (General Model)	11	0.918	1782	238.9299424184261	812764	0.37	1042	486	14352		SRR24759613	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4623	28	46.49	19.23	Gradient Boost (General Model)	11	0.92	1601	242.20593692022263	1699433	0.47	2156	1074	16809		SRR24759613	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4624	1	95.99	8.7	Gradient Boost (General Model)	11	0.892	44610	281.56508515815085	1554930	0.45	1644	239	139664		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4625	2	13.22	0.32	Neural Network (Specific Model)	11	0.882	30736	282.73621103117506	400140	0.39	417	13	31475		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4626	3	7.54	0.05	Neural Network (Specific Model)	11	0.898	29200	258.55510204081634	211156	0.36	245	50	29504		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4627	4	26.92	8.48	Neural Network (Specific Model)	11	0.84	2161	228.18227215980025	1302262	0.34	1602	572	26787		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4628	5	23.61	2.01	Neural Network (Specific Model)	11	0.895	27464	294.7111111111111	665461	0.37	675	150	28722		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4629	6	73.32	8.43	Neural Network (Specific Model)	11	0.903	24021	316.5992233009709	2701043	0.43	2575	317	80802		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4630	7	80.68	18.1	Gradient Boost (General Model)	11	0.866	14570	277.6332560834299	3313384	0.37	3452	468	68220		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4631	8	35.37	4.51	Neural Network (Specific Model)	11	0.9	6768	244.8625850340136	599087	0.36	735	197	41276		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4632	9	51.84	14.59	Gradient Boost (General Model)	11	0.921	2428	270.6307692307692	743585	0.38	845	288	35047		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4633	10	49.19	15.8	Gradient Boost (General Model)	11	0.845	5800	276.29360884190294	2038874	0.36	2081	354	6206		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4634	11	46.54	8.07	Gradient Boost (General Model)	11	0.873	9255	295.5356108859294	1750556	0.41	1727	190	9958		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4635	12	64.51	15.71	Neural Network (Specific Model)	11	0.874	7481	267.4485436893204	1887509	0.42	2060	620	22744		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4636	13	56.72	31.81	Neural Network (Specific Model)	11	0.728	1816	184.36011263872783	4570937	0.44	6037	2376	90979		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4637	14	38.78	6.55	Neural Network (Specific Model)	11	0.857	7971	283.3066392881588	1446968	0.39	1461	268	8475		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4638	15	75.65	46.59	Neural Network (Specific Model)	11	0.846	4166	222.53671790094705	5071526	0.36	6441	1976	63705		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4639	16	45.89	18.14	Gradient Boost (General Model)	11	0.862	2444	253.4018526687252	1993429	0.46	2267	856	23018		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4640	17	59.83	26.05	Neural Network (Specific Model)	11	0.748	2152	195.009110525054	6507621	0.31	8342	2969	40614		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4641	18	59.56	29.07	Neural Network (Specific Model)	11	0.877	2288	243.12408293460925	2600891	0.47	3135	1089	34476		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4642	19	30.18	3.31	Neural Network (Specific Model)	11	0.855	7065	284.16483516483515	1268349	0.39	1274	181	7521		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4643	20	64.83	20.47	Gradient Boost (General Model)	11	0.84	4820	247.7948954489545	2869985	0.41	3252	820	5333		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4644	21	28.37	13.74	Neural Network (Specific Model)	11	0.939	1707	311.32164948453607	963091	0.4	970	516	32866		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4645	22	24.68	5.7	Neural Network (Specific Model)	11	0.859	5407	277.4693028095734	929127	0.38	961	171	5960		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4646	23	16.44	1.64	Neural Network (Specific Model)	11	0.941	2149	264.68825910931173	208148	0.38	247	91	11546		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4647	24	57.93	28.6	Gradient Boost (General Model)	11	0.92	1713	271.86061658706035	2037742	0.48	2303	1141	17039		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4648	25	76.8	28.79	Gradient Boost (General Model)	11	0.841	3806	259.3122053431116	3524848	0.41	3818	931	4210		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4649	26	16.55	1.07	Neural Network (Specific Model)	11	0.813	1989	216.98387096774192	989526	0.52	1240	488	35737		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4650	27	73.06	37.16	Gradient Boost (General Model)	11	0.844	3073	247.0407104370385	4391243	0.38	5011	1438	3403		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4651	28	60.28	16.72	Gradient Boost (General Model)	11	0.869	3386	237.76039806072976	3209798	0.37	3919	1410	12196		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4652	29	78.11	46.36	Gradient Boost (General Model)	11	0.87	1890	231.43807763401108	4310454	0.59	5410	2341	19486		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4653	30	30.52	2.17	Neural Network (Specific Model)	11	0.849	2732	259.71010860484546	1095814	0.43	1197	400	3195		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4654	31	12.16	7.75	Neural Network (Specific Model)	11	0.923	2023	211.34389140271492	151567	0.38	221	85	11383		SRR24759614	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4655	1	46.17	19.69	Neural Network (Specific Model)	11	0.696	2000	181.84539900018515	4221981	0.42	5401	2031	94279		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4656	2	37.23	5.6	Neural Network (Specific Model)	11	0.907	18718	315.83118971061094	1298426	0.37	1244	293	174160		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4657	3	43.9	4.03	Gradient Boost (General Model)	11	0.895	32415	306.0195941217635	1463663	0.37	1429	174	95610		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4658	4	20.19	0.8	Neural Network (Specific Model)	11	0.891	29260	321.18896321070235	645772	0.37	598	22	30835		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4659	5	58.77	23.57	Neural Network (Specific Model)	11	0.824	13517	241.49667616334284	2770846	0.45	3159	714	172115		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4660	6	29.18	5.89	Neural Network (Specific Model)	11	0.876	25990	300.71130104463435	1083387	0.39	1053	112	27164		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4661	7	19.98	0.82	Neural Network (Specific Model)	11	0.85	23946	308.9378612716763	753435	0.39	692	35	25215		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4662	8	74.16	15.85	Gradient Boost (General Model)	11	0.885	21310	260.3825382538254	1957951	0.34	2222	371	71779		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4663	9	66.38	33.95	Gradient Boost (General Model)	11	0.84	1995	227.2982735723772	3049919	0.47	3765	1489	101116		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4664	10	33.42	3.84	Neural Network (Specific Model)	11	0.848	3194	234.0273132664437	1481830	0.34	1794	549	54056		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4665	11	49.41	14.24	Neural Network (Specific Model)	11	0.894	6496	270.452736318408	1820884	0.4	2010	531	61186		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4666	12	41.53	4.83	Gradient Boost (General Model)	11	0.841	16655	267.6391167192429	1510423	0.37	1585	295	17724		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4667	13	6.74	0.0	Neural Network (Specific Model)	11	0.827	19238	274.2448979591837	243107	0.42	245	41	20234		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4668	14	20.15	0.78	Neural Network (Specific Model)	11	0.857	15333	298.94117647058823	603909	0.35	578	41	16220		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4669	15	19.07	0.4	Neural Network (Specific Model)	11	0.837	10747	268.1432396251673	716310	0.36	747	151	11431		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4670	16	5.69	0.02	Neural Network (Specific Model)	11	0.847	11010	247.5681818181818	153840	0.45	176	14	11322		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4671	17	73.91	15.29	Gradient Boost (General Model)	11	0.722	2830	201.11272878535772	6012417	0.29	7212	2326	69360		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4672	18	7.56	5.93	Neural Network (Specific Model)	11	0.867	10541	247.2875	136750	0.41	160	13	10741		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4673	19	6.9	0.12	Neural Network (Specific Model)	11	0.814	10355	300.75206611570246	133951	0.44	121	13	10637		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4674	20	16.53	0.21	Neural Network (Specific Model)	11	0.865	10033	295.320987654321	579797	0.36	567	60	10523		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4675	21	82.67	4.97	Neural Network (Specific Model)	11	0.888	8906	282.27077643386656	4877236	0.56	5126	887	46596		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4676	22	51.73	15.66	Gradient Boost (General Model)	11	0.856	2480	237.50361067503923	2646316	0.42	3185	1095	46638		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4677	23	37.42	4.13	Neural Network (Specific Model)	11	0.872	11808	276.99928520371697	1330783	0.35	1399	290	12834		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4678	24	60.78	18.08	Neural Network (Specific Model)	11	0.917	3202	261.7519083969466	895596	0.37	1048	303	41276		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4679	25	29.65	13.52	Neural Network (Specific Model)	11	0.932	2658	299.31081081081084	640635	0.4	666	266	38613		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4680	26	16.36	0.22	Neural Network (Specific Model)	11	0.884	1769	244.04979811574697	614001	0.45	743	332	61691		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4681	27	58.82	20.59	Gradient Boost (General Model)	11	0.854	7162	282.0458585140419	2780803	0.37	2813	389	7952		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4682	28	96.41	59.81	Gradient Boost (General Model)	11	0.911	1903	260.657664416104	3424702	0.62	3999	1687	54190		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4683	29	26.68	3.93	Neural Network (Specific Model)	11	0.883	1992	241.29843561973527	679704	0.49	831	312	15763		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4684	30	55.4	17.84	Neural Network (Specific Model)	11	0.819	4621	227.72040867181656	3342443	0.34	4013	1127	14258		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4685	31	28.06	7.31	Neural Network (Specific Model)	11	0.845	2435	239.20835972134265	1337377	0.56	1579	590	23811		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4686	32	71.34	24.01	Gradient Boost (General Model)	11	0.857	5105	272.6715803908125	2779412	0.43	2917	609	18224		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4687	33	31.52	8.84	Neural Network (Specific Model)	11	0.895	1841	248.5021645021645	960042	0.44	1155	477	14848		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4688	34	52.91	18.79	Gradient Boost (General Model)	11	0.792	4029	212.3637753987328	3672307	0.36	4577	1477	36178		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4689	35	61.06	14.88	Gradient Boost (General Model)	11	0.851	3817	263.23148840688106	2477088	0.45	2674	686	6132		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4690	36	49.21	9.7	Gradient Boost (General Model)	11	0.853	3738	261.6881371640408	1983748	0.37	2158	545	4184		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4691	37	54.39	13.8	Neural Network (Specific Model)	11	0.903	2198	246.64941302027748	1532753	0.44	1874	737	23320		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4692	38	49.27	19.69	Gradient Boost (General Model)	11	0.879	2014	241.105729474306	1389105	0.46	1693	658	18192		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4693	39	11.26	0.04	Neural Network (Specific Model)	11	0.813	3073	201.4860759493671	292811	0.43	395	140	8554		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4694	40	65.24	27.62	Gradient Boost (General Model)	11	0.933	1871	275.0723514211886	2050465	0.48	2322	1176	18001		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4695	41	56.76	3.03	Gradient Boost (General Model)	11	0.897	2226	228.95214887018165	1723586	0.42	2257	846	9402		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4696	42	41.34	14.08	Gradient Boost (General Model)	11	0.909	2034	230.9507722007722	788309	0.38	1036	419	10630		SRR24759615	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4697	1	7.05	0.0	Neural Network (Specific Model)	11	0.861	139395	317.92857142857144	139395	0.35	126	1	139395		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4698	2	4.3	0.0	Neural Network (Specific Model)	11	0.878	115857	283.05833333333334	115857	0.4	120	1	115857		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4699	3	12.83	0.76	Neural Network (Specific Model)	11	0.903	1915	298.47350427350426	579150	0.4	585	262	105926		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4700	4	11.13	0.2	Neural Network (Specific Model)	11	0.873	89510	283.45454545454544	267121	0.34	275	3	89654		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4701	5	10.99	0.05	Neural Network (Specific Model)	11	0.783	44847	329.1515650741351	763522	0.52	607	51	120188		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4702	6	48.26	7.85	Gradient Boost (General Model)	11	0.871	2184	225.16674097191265	1735137	0.36	2243	746	37292		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4703	7	15.38	0.11	Neural Network (Specific Model)	11	0.89	20716	277.1312910284464	426252	0.36	457	88	21946		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4704	8	21.02	1.26	Neural Network (Specific Model)	11	0.837	23010	268.5730622617535	755741	0.37	787	109	24728		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4705	9	69.7	20.67	Gradient Boost (General Model)	11	0.911	4152	261.35185185185185	1762651	0.37	2052	600	27553		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4706	10	42.1	7.38	Neural Network (Specific Model)	11	0.809	2580	226.0071232876712	1527892	0.39	1825	607	43159		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4707	11	51.35	9.89	Gradient Boost (General Model)	11	0.862	2127	225.24432234432237	2134407	0.36	2730	978	11363		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4708	12	85.58	15.61	Neural Network (Specific Model)	11	0.893	8910	276.93540925266905	5218210	0.56	5620	1078	59936		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4709	13	7.05	7.02	Neural Network (Specific Model)	11	0.915	5742	216.5977011494253	123394	0.39	174	42	30378		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4710	14	28.06	3.69	Neural Network (Specific Model)	11	0.864	9388	292.47867803837954	950122	0.38	938	108	10153		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4711	15	54.83	6.96	Gradient Boost (General Model)	11	0.906	9512	269.54753199268737	974531	0.46	1094	296	24661		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4712	16	29.0	3.57	Neural Network (Specific Model)	11	0.919	8527	291.8645690834473	694522	0.42	731	231	34179		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4713	17	33.54	7.19	Neural Network (Specific Model)	11	0.914	5685	263.5708333333333	828982	0.36	960	286	46373		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4714	18	61.22	19.58	Neural Network (Specific Model)	11	0.857	2699	221.0599095704597	2048680	0.35	2654	796	48645		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4715	19	39.73	6.76	Neural Network (Specific Model)	11	0.909	4131	281.72439759036143	617021	0.38	664	204	22025		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4716	20	57.86	21.36	Gradient Boost (General Model)	11	0.745	2565	196.3417300380228	6639337	0.32	8416	2896	19664		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4717	21	54.35	19.36	Gradient Boost (General Model)	11	0.751	7105	225.90409764603316	4128883	0.4	4588	1422	30745		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4718	22	16.25	4.7	Neural Network (Specific Model)	11	0.841	1907	227.99887514060745	721083	0.48	889	356	36391		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4719	23	17.89	2.22	Neural Network (Specific Model)	11	0.924	2120	299.36026936026934	288379	0.37	297	133	14193		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4720	24	73.2	22.96	Gradient Boost (General Model)	11	0.835	4621	250.9184839044652	3463328	0.42	3852	971	19783		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4721	25	11.58	3.43	Neural Network (Specific Model)	11	0.933	2205	278.3290322580645	138445	0.38	155	65	13029		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4722	26	48.96	14.29	Gradient Boost (General Model)	11	0.802	3824	221.6448476992871	2551899	0.43	3086	908	37303		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4723	27	73.04	34.51	Gradient Boost (General Model)	11	0.864	2183	235.20349371743796	2658257	0.46	3263	1228	23667		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4724	28	33.98	14.94	Neural Network (Specific Model)	11	0.91	1747	251.25977653631284	1183501	0.48	1432	592	18837		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4725	29	57.78	12.41	Gradient Boost (General Model)	11	0.842	3552	248.6439419507256	2618701	0.38	2963	758	4232		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4726	30	53.35	31.46	Neural Network (Specific Model)	11	0.752	2118	194.87248178311188	3619545	0.45	4666	1852	16739		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4727	31	47.05	11.7	Neural Network (Specific Model)	11	0.87	1695	219.8640826873385	1463713	0.42	1935	857	50077		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4728	32	80.54	31.27	Gradient Boost (General Model)	11	0.9	1909	233.68411659726357	3919426	0.44	5043	2077	20010		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4729	33	86.58	50.01	Neural Network (Specific Model)	11	0.878	1947	240.67049689440995	5284572	0.59	6440	2796	19219		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4730	34	38.2	11.19	Gradient Boost (General Model)	11	0.845	2974	255.77022153529109	1758126	0.41	1941	593	3287		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4731	35	47.02	24.92	Gradient Boost (General Model)	11	0.937	1738	276.7721729490022	1596093	0.48	1804	966	9575		SRR24759616	checkm2 on collection 4830: Quality report	maxbin2-multi-sample-binning
4732	SemiBin_0	17.79	0.0	Neural Network (Specific Model)	11	0.842	3362	240.02875399361025	534591	0.46	626	152	14344		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4733	SemiBin_1	76.59	1.21	Neural Network (Specific Model)	11	0.874	6863	290.4443349753695	2021973	0.34	2030	330	31470		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4734	SemiBin_10	91.44	3.34	Neural Network (Specific Model)	11	0.896	16170	351.0440433212996	1625556	0.61	1385	149	56668		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4735	SemiBin_11	75.61	1.94	Neural Network (Specific Model)	11	0.85	6931	280.42120679554773	1687187	0.42	1707	283	25353		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4736	SemiBin_12	70.28	3.86	Neural Network (Specific Model)	11	0.893	6103	276.3380884450785	1300114	0.37	1402	239	25622		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4737	SemiBin_15	12.38	0.02	Neural Network (Specific Model)	11	0.76	3521	251.49353448275863	459559	0.44	464	126	17542		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4738	SemiBin_16	62.55	6.9	Neural Network (Specific Model)	11	0.831	5610	279.01960784313724	1589500	0.45	1581	308	24279		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4739	SemiBin_17	74.87	1.77	Neural Network (Specific Model)	11	0.865	5506	278.7630625969995	1865645	0.34	1933	367	20124		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4740	SemiBin_21	72.01	2.0	Neural Network (Specific Model)	11	0.816	14631	292.17739130434785	1849288	0.46	1725	181	84597		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4741	SemiBin_23	96.4	0.23	Neural Network (Specific Model)	11	0.887	90094	293.53037884203	1387090	0.45	1399	24	247462		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4742	SemiBin_27	5.66	0.01	Neural Network (Specific Model)	11	0.882	164069	284.0672268907564	229699	0.4	238	7	164069		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4743	SemiBin_3	77.07	7.24	Neural Network (Specific Model)	11	0.896	6148	279.5360972122945	1307539	0.37	1399	238	26024		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4744	SemiBin_30	11.67	0.0	Neural Network (Specific Model)	11	0.821	3319	256.41875	299311	0.42	320	84	6806		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4745	SemiBin_31	4.57	0.01	Neural Network (Specific Model)	11	0.776	4223	265.024	254481	0.51	250	62	8995		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4746	SemiBin_33	18.97	0.05	Neural Network (Specific Model)	11	0.882	3636	257.7288801571709	445558	0.36	509	119	9800		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4747	SemiBin_34	29.13	0.01	Neural Network (Specific Model)	11	0.858	4335	266.3403205918619	754289	0.33	811	170	24753		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4748	SemiBin_4	36.11	5.13	Neural Network (Specific Model)	11	0.825	3572	259.56366459627327	1212977	0.45	1288	334	17592		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4749	SemiBin_42	5.9	0.0	Neural Network (Specific Model)	11	0.825	8688	311.6825396825397	213716	0.34	189	32	29680		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4750	SemiBin_44	8.43	0.01	Neural Network (Specific Model)	11	0.784	3764	269.35	205497	0.43	200	48	19589		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4751	SemiBin_5	53.47	1.66	Neural Network (Specific Model)	11	0.897	5363	270.9567690557452	794923	0.37	879	167	16917		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4752	SemiBin_51	6.26	0.0	Neural Network (Specific Model)	11	0.854	11758	243.364406779661	201153	0.36	236	26	58201		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4753	SemiBin_52	5.71	0.02	Neural Network (Specific Model)	11	0.875	5626	216.62828947368425	224720	0.39	304	39	39661		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4754	SemiBin_58	6.49	0.12	Neural Network (Specific Model)	11	0.854	14558	235.28720626631852	315388	0.35	383	39	47687		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4755	SemiBin_7	87.98	1.4	Neural Network (Specific Model)	11	0.869	14702	308.6266318537859	2037423	0.34	1915	210	39872		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4756	SemiBin_8	9.42	0.29	Neural Network (Specific Model)	11	0.893	3214	283.3578528827037	477494	0.58	503	140	8032		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4757	SemiBin_9	32.32	0.04	Neural Network (Specific Model)	11	0.907	5149	292.359375	494585	0.36	512	99	21313		SRR24759596	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4758	SemiBin_1	33.81	0.03	Neural Network (Specific Model)	11	0.891	3508	265.5689750692521	1610094	0.56	1805	451	9188		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4759	SemiBin_10	75.62	0.37	Neural Network (Specific Model)	11	0.851	6678	285.4946974422957	1610903	0.42	1603	282	22332		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4760	SemiBin_105	9.89	0.18	Neural Network (Specific Model)	11	0.882	9633	295.248322147651	299194	0.3	298	40	19510		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4761	SemiBin_12	66.3	4.33	Neural Network (Specific Model)	11	0.83	9146	290.96211665664464	1745824	0.46	1663	233	44257		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4762	SemiBin_13	41.13	0.15	Neural Network (Specific Model)	11	0.881	3855	270.0370152761457	1561355	0.51	1702	410	10181		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
